"src","thumbnail"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1700478743930_44695/Default/MP4/1700478743930_44695.mp4","https://api.yolomio.de/image/key/1700480281043_67310-optikmatthrakustikerhandwerk.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1684931253056_27693/Default/MP4/1684931253056_27693.mp4","https://api.yolomio.de/image/key/1684930220563_66999-FinalAnzeigebildAzubivideo.png"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/HDI_Employee_Interviews_2021_Azubi_Mileva_220413_1/Default/MP4/HDI_Employee_Interviews_2021_Azubi_Mileva_220413_1.mp4","https://api.yolomio.de/image/key/1681811431446_89101-HDIausHomepage.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1687178490741_51769/Default/MP4/1687178490741_51769.mp4","https://api.yolomio.de/image/key/1687178559306_24534-Mechatronikerin.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1666263045328_84664-HellmannFachkraftfrLagerlogistik/Default/MP4/1666263045328_84664-HellmannFachkraftfrLagerlogistik.mp4","https://api.yolomio.de/image/key/1674049333808_23574-Untitledpx.png"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1727094912379_video_3586/Default/MP4/1727094912379_video_3586.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1727094912379_video_3586/Default/Thumbnails/1727094912379_video_3586.0000004.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/HDI_Employee_Interviews_2021_Azubi_Mileva_220413_1/Default/MP4/HDI_Employee_Interviews_2021_Azubi_Mileva_220413_1.mp4","https://api.yolomio.de/image/key/1681810762150_54239-HDIausHomepage.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1683109359667_1148/Default/MP4/1683109359667_1148.mp4","https://api.yolomio.de/image/key/1684226893261_93868-JustizNRW.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1666864602735_68660-HellmannFachkraftfrLagerlogistik/Default/MP4/1666864602735_68660-HellmannFachkraftfrLagerlogistik.mp4","https://api.yolomio.de/image/key/1674049375503_62435-Untitledpx.png"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1708006721547_video_3320/Default/MP4/1708006721547_video_3320.mp4","https://api.yolomio.de/image/key/1708346246891_5220-ZweiradmechatronikerMotorrad.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1717675612195_video_3416/Default/MP4/1717675612195_video_3416.mp4","https://api.yolomio.de/image/key/1717676712185_64955-psd.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1665058178034_21599-ZwillingAusbildungElektronikerfrBetriebstechnik/Default/MP4/1665058178034_21599-ZwillingAusbildungElektronikerfrBetriebstechnik.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1665058178034_21599-ZwillingAusbildungElektronikerfrBetriebstechnik/Default/Thumbnails/1665058178034_21599-ZwillingAusbildungElektronikerfrBetriebstechnik.0000001.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1687179206576_84043/Default/MP4/1687179206576_84043.mp4","https://api.yolomio.de/image/key/1687179254638_18562-Mechatronikerin.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1674810232032_7489/Default/MP4/1674810232032_7489.mp4","https://api.yolomio.de/image/key/1674810300182_41926-Team.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1707300107381_3492/Default/MP4/1707300107381_3492.mp4","https://api.yolomio.de/image/key/1707300168578_79558-PHOTO.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1665059095682_57402-ZwillingAusbildungFachkraftLagerlogistik/Default/MP4/1665059095682_57402-ZwillingAusbildungFachkraftLagerlogistik.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1665059095682_57402-ZwillingAusbildungFachkraftLagerlogistik/Default/Thumbnails/1665059095682_57402-ZwillingAusbildungFachkraftLagerlogistik.0000002.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1709719210705_video_3369/Default/MP4/1709719210705_video_3369.mp4","https://api.yolomio.de/image/key/1709727398894_45067-Systemplaner.JPG"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1670424929613_87006/Default/MP4/1670424929613_87006.mp4","https://api.yolomio.de/image/key/1723108852648_66913-ns.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1666082146804_24584-komprimiertMOTELONE/Default/MP4/1666082146804_24584-komprimiertMOTELONE.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1666082146804_24584-komprimiertMOTELONE/Default/Thumbnails/1666082146804_24584-komprimiertMOTELONE.0000001.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1685703271824_46501/Default/MP4/1685703271824_46501.mp4","https://api.yolomio.de/image/key/1713864105737_62773-i.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1727098915587_video_3607/Default/MP4/1727098915587_video_3607.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1727098915587_video_3607/Default/Thumbnails/1727098915587_video_3607.0000000.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/HDI_Employer_Interviews_220413_1/Default/MP4/HDI_Employer_Interviews_220413_1.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/HDI_Employer_Interviews_220413_1/Default/Thumbnails/HDI_Employer_Interviews_220413_1.0000003.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/Weinmann_Rekrutierungsvideo_Azubis/Default/MP4/Weinmann_Rekrutierungsvideo_Azubis.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/Weinmann_Rekrutierungsvideo_Azubis/Default/Thumbnails/Weinmann_Rekrutierungsvideo_Azubis.0000002.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1667821326997_80399/Default/MP4/1667821326997_80399.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1667821326997_80399/Default/Thumbnails/1667821326997_80399.0000004.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1700478743311_25048/Default/MP4/1700478743311_25048.mp4","https://api.yolomio.de/image/key/1700482417415_44579-optikmatt.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/HDI_Employee_Interviews_2021_Azubi_Mileva_220413_1/Default/MP4/HDI_Employee_Interviews_2021_Azubi_Mileva_220413_1.mp4","https://api.yolomio.de/image/key/1681810005478_60817-HDIausHomepage.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/HDI_Employee_Interviews_2021_Azubi_Stefan_220413_1/Default/MP4/HDI_Employee_Interviews_2021_Azubi_Stefan_220413_1.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/HDI_Employee_Interviews_2021_Azubi_Stefan_220413_1/Default/Thumbnails/HDI_Employee_Interviews_2021_Azubi_Stefan_220413_1.0000001.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1684834798178_41038/Default/MP4/1684834798178_41038.mp4","https://api.yolomio.de/image/key/1686824842037_68736-Youngapprenticesbuildingsomethingmaster.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/HDI_Employee_Interviews_2021_Azubi_Stefan_220413_1/Default/MP4/HDI_Employee_Interviews_2021_Azubi_Stefan_220413_1.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/HDI_Employee_Interviews_2021_Azubi_Stefan_220413_1/Default/Thumbnails/HDI_Employee_Interviews_2021_Azubi_Stefan_220413_1.0000001.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1671621507325_12263/Default/MP4/1671621507325_12263.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1671621507325_12263/Default/Thumbnails/1671621507325_12263.0000002.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1727097802290_video_3601/Default/MP4/1727097802290_video_3601.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1727097802290_video_3601/Default/Thumbnails/1727097802290_video_3601.0000000.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1667901907444_63751/Default/MP4/1667901907444_63751.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1667901907444_63751/Default/Thumbnails/1667901907444_63751.0000001.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1660714339607_35373-WallduernAusbildungsplaetzeKopie/Default/MP4/1660714339607_35373-WallduernAusbildungsplaetzeKopie.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1660714339607_35373-WallduernAusbildungsplaetzeKopie/Default/Thumbnails/1660714339607_35373-WallduernAusbildungsplaetzeKopie.0000001.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/Eventa_Azubi_Video_720/Default/MP4/Eventa_Azubi_Video_720.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/Eventa_Azubi_Video_720/Default/Thumbnails/Eventa_Azubi_Video_720.0000002.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1691573867016_65077/Default/MP4/1691573867016_65077.mp4","https://api.yolomio.de/image/key/1723120542847_25744-dennis.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1672661758529_20790/Default/MP4/1672661758529_20790.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1672661758529_20790/Default/Thumbnails/1672661758529_20790.0000004.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1723617084610_video_3514/Default/MP4/1723617084610_video_3514.mp4","https://api.yolomio.de/image/key/1723616984638_46411-Fachlagerist.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/Lea_Grote_1080p/Default/MP4/Lea_Grote_1080p.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/Lea_Grote_1080p/Default/Thumbnails/Lea_Grote_1080p.0000004.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1666091434445_32784-HellmannBerufskraftfahre/Default/MP4/1666091434445_32784-HellmannBerufskraftfahre.mp4","https://api.yolomio.de/image/key/1674048930732_90915-Untitledpx.png"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1673516732665_68271/Default/MP4/1673516732665_68271.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1673516732665_68271/Default/Thumbnails/1673516732665_68271.0000003.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1680776171267_86329/Default/MP4/1680776171267_86329.mp4","https://api.yolomio.de/image/key/1705932276266_29719-Technisch.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1709723458413_video_3394/Default/MP4/1709723458413_video_3394.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1709723458413_video_3394/Default/Thumbnails/1709723458413_video_3394.0000005.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1666690598738_48397-HSFkurz/Default/MP4/1666690598738_48397-HSFkurz.mp4","https://api.yolomio.de/image/key/1667471071674_10982-MatsIsabel.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/Film_01/Default/MP4/Film_01.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/Film_01/Default/Thumbnails/Film_01.0000000.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1706697063452_48723/Default/MP4/1706697063452_48723.mp4","https://api.yolomio.de/image/key/1706696495622_98075-ViessBunte.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1723554445828_video_3503/Default/MP4/1723554445828_video_3503.mp4","https://api.yolomio.de/image/key/1723615372262_11751-Fachinformatiker.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1666088805308_52144-komprimiertMOTELONE/Default/MP4/1666088805308_52144-komprimiertMOTELONE.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1666088805308_52144-komprimiertMOTELONE/Default/Thumbnails/1666088805308_52144-komprimiertMOTELONE.0000003.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1708339427998_video_3348/Default/MP4/1708339427998_video_3348.mp4","https://api.yolomio.de/image/key/1708431472357_67859-Landmaschinenmechatroniker.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1688724001506_57374/Default/MP4/1688724001506_57374.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1688724001506_57374/Default/Thumbnails/1688724001506_57374.0000000.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1702467221192_28779/Default/MP4/1702467221192_28779.mp4","https://api.yolomio.de/image/key/1702467278866_59900-IRcopyrightbyrackfotografieZNA.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1707224910435_57589/Default/MP4/1707224910435_57589.mp4","https://api.yolomio.de/image/key/1707224992199_99318-PHOTO.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1684921384720_53483/Default/MP4/1684921384720_53483.mp4","https://api.yolomio.de/image/key/1685700459909_4962-Youngstudentsandengineershavingadiscussionmaster.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1719998874887_video_3446/Default/MP4/1719998874887_video_3446.mp4","https://api.yolomio.de/image/key/1720000018547_55712-Mariafertig.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/Ruecker_Milchtechnologe_Wismar/Default/MP4/Ruecker_Milchtechnologe_Wismar.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/Ruecker_Milchtechnologe_Wismar/Default/Thumbnails/Ruecker_Milchtechnologe_Wismar.0000002.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1723555157704_video_3506/Default/MP4/1723555157704_video_3506.mp4","https://api.yolomio.de/image/key/1723615357019_27067-Fachinformatiker.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1699871809946_51978/Default/MP4/1699871809946_51978.mp4","https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1699871008534_27463/Default/Thumbnails/1699871008534_27463.0000001.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1684835047921_87203/Default/MP4/1684835047921_87203.mp4","https://api.yolomio.de/image/key/1684856303155_55379-Zerspanungsmechaniker.jpg"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1709719671780_video_3373/Default/MP4/1709719671780_video_3373.mp4","https://api.yolomio.de/image/key/1709727874912_43467-Hrakustik.JPG"
"https://yolomio-video-sources.s3.eu-west-1.amazonaws.com/1723616819549_video_3512/Default/MP4/1723616819549_video_3512.mp4","https://api.yolomio.de/image/key/1723616725940_70922-Fachlagerist.jpg"
